Id,Title,Summary,NewsText,UserName,Datum,MainNews
35,"Olle Jönsson ställer upp för Haiti-offren","Olle Jönsson, Lasse Stefanz-sångare har en av huvudrollerna, på den svenska dansbandselitens motsvarighet till \"We Are The World\".","Olle tillsammans med bl a Erica Sjöström från Drifters, Sten Nilsson från Sten & Stanley, Kjetil Granli från Streaplers, Melissa Willans från Zlips,Maria Rolf från Titanix och Thorleif Torstensson från Thorleifs sjunger på verserna.Ytterligare c:a 30 dansbandsmusiker bildar sedan den kör som sjunger refrängen på stödsingeln \" Vi Kan Alla Göra Något\", specialskriven av Åsa Karlström och Linda Dahl.","Monica","2010-29-01 00:00:00",0
41,"Äntligen på plats i BINGOLOTTO","Lasse Stefanz medverkar i BINGOLOTTO DEN 30 MAJ","Lasse Stefanz medverkar i BINGOLOTTO den 30 MAJ.
Programmet sänds i TV4 Plus med början kl.19.00
Bandet kommer givetvis att spela låtar från sin senaste platta TEXAS som kommer i butik den 26 maj.
Så köp en Bingolott och var med hos hela programmet.","Monica","2010-18-05 00:00:00",0
42,"GULD- & PLATINA!!","GULD- & PLATINA UTDELNING I BINGOLOTTO","Lasse Stefanz mottog sin 28:e Guldplatta och sin 13:e Platinaplatta i Bingolotto den 30 maj 2010. Dessa utdelades för produktionen \"Texas\" som hade release den 26 maj 2010.","Monica","2010-01-06 00:00:00",0
43,"GULDKLAVEN nominerar 2010","Dansbandsveckan i Malung äger rum den 18 juli 2010","Två av Lasse Stefanz bandmedlemmar är nominerade,
ÅRETS GITARRIST - J Christer Ericsson och
ÅRETS SÅNGARE- Olle Jönsson.
Var med och rösta fram dina favoriter...
Gå in på www.dansbandsveckan.se","Monica","2010-07-06 00:00:00",0
44,"Etta på SverigeTopplistan !","Denna veckas placering 1:a.Förra veckans placering(1).Antal veckor på listan/2/","*Texas* ligger kvar på första platsen för 2:a veckan i rad på SverigeTopplistan.","Monica","2010-11-06 00:00:00",0
47,"1:a för tredje veckan i rad!","xx","Lasse Stefanz senaste album \"Texas\" ligger på första plats för tredje veckan i rad på Topplistan!",,"2010-18-06 00:00:00",0
48,"*Copacabana* på Svensktoppen!","*Copacabana* på Svensktoppen","En tiondeplats för *Copacabana* blev det då vi åter gick in med en låt på Svensktoppen den 20 juni 2010",,"2010-21-06 00:00:00",0
49,"ÅRETS SKÅNING- Olle Jönsson !","Lasse Stefanz- sångaren Olle Jönsson blev Årets Skåning i konkurrens av bl a Björn Ranelid & Måns Zelmerlöw.","Juryns motivering:
Olle Jönsson är en jordnära, varm och härlig människa som har spridit mycken glädje genom åren med sin underbara musik.En sann Skåne-ambassadör! För att fira Olle och hans pris har Conditori Duvanders i Kristianstad skapat \"Olles Hattbakelse\", en delikat uppfinning i form av en hatt på biskvibotten, fylld med chokladmousse och doppad i choklad som avslutning.","Monica","2010-05-07 00:00:00",0
50,"TVÅ GULDKLAVAR i Malung!","STORT GRATTIS!","Den 18 juli 2010 gick \"Guldklavengalan\" i Malung av stapeln.
Där korades bl a Årets Sångare & Årets Gitarrist.
Dessa två priser tilldelades Olle Jönsson och Christer Ericsson i
Lasse Stefanz. STORT GRATTIS!!","Monica","2010-21-07 00:00:00",0
51,"NY DVD + CD den 6 Oktober 2010","*På Väg Till Malung Med Lasse Stefanz*",\""På Väg Till Malung\" med Lasse Stefanz
Release den 6 oktober 2010
En äkta \"roadmovie\"i dansbandstappning,inklusive en helt unik CD.I \"På Väg TIll Malung\" får man följa Lasse Stefanz i turnébussen,backstage,på scen,vidare ut i publikhavet där vi får pratstunder med fansen,volontärerna,de som jobbar nära artisterna och alla andra som flockas kring bandet.Vi får se hur det går till under en turné och kommer gruppen riktigt nära. Allt medan de är på väg till Dansbandsveckan i Malung. Missa inte chansen att beställa DVD+CD i vår LS SHOP.Specialerbjudnade till medlemmar kommer som alltid via post.",,"2010-17-09 00:00:00",0
52,"LASSE STEFANZ BYTER BANDMEDLEM","Efter 40 år har Anders Pettersson (keyborad,dragspel och kör) bestämt sig för att dra ner på tempot.","Efter 40 år har Anders Pettersson (keyboard,dragspel och kör)bestämt sig för att dra ner på tempot och lämnar nu över till den nya bandmedlemmen Jonas Rignell.
-Ja, man är ju ingen tonåring längre, säger Anders Pettersson som fyller 59 år i december.
Lasse Stefanz önskar Anders all lycka i framtiden och tackar för alla ljuva år tillsammans. Anders Pettersson gör sin sista spelning tillsammans med Lasse Stefanz nu på lördagen den 4 december på Tingvalla i Tomelilla,Skåne.","Monica","2010-29-11 00:00:00",0
